loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2155,5,Not Graduate,No,2373367,17003475,2,691,20295998,3096736,31271120,1836192,Approved
2156,3,Not Graduate,No,6080077,5747061,4,423,7419391,19924369,2300071,12519751,Rejected
2157,1,Not Graduate,Yes,1606085,4190798,4,803,18088840,8977307,22239329,369334,Approved
2158,3,Graduate,No,3618857,938628,10,524,24500966,12022525,28093165,10558339,Approved
2159,4,Graduate,Yes,7814567,1509399,14,617,13164380,5128793,23449864,10762325,Approved
2160,1,Graduate,No,8885116,13910845,14,772,25299254,15952183,2462568,14922697,Approved
2161,2,Graduate,No,4738847,3114445,8,840,16670699,6141601,15329082,513647,Approved
2162,2,Not Graduate,Yes,2811212,20209515,8,657,4027651,16161924,24517811,14547537,Approved
2163,5,Not Graduate,No,2521554,21615228,20,782,26366639,8103412,32164165,3390371,Approved
2164,1,Graduate,No,4961515,7596340,6,728,26106169,2201597,19400733,14627239,Approved
2165,0,Not Graduate,Yes,8504932,13475562,4,796,26151228,17202986,11141291,4032169,Approved
2166,1,Graduate,No,2987352,224283,6,771,15135484,5349123,23894729,8602899,Approved
2167,4,Graduate,Yes,9970488,4737412,16,870,4696997,2874465,18263925,6108989,Approved
2168,0,Graduate,No,5571045,23898063,2,599,24794308,9645224,34532049,705027,Rejected
2169,2,Not Graduate,No,2698544,27593437,8,383,11700032,5632310,38227590,11809199,Rejected
2170,1,Not Graduate,Yes,8884281,3834073,14,676,8138750,5446998,11042110,13989387,Approved
2171,3,Not Graduate,No,725957,22985137,10,612,27538253,11816491,20963820,3971945,Approved
2172,5,Not Graduate,Yes,6346685,20755211,4,619,10526684,9631219,2221061,9328408,Approved
2173,3,Graduate,Yes,3890339,23382874,2,503,28867144,2408196,26449364,14593834,Rejected
2174,5,Not Graduate,Yes,2527654,29602426,12,654,6604465,13521180,15573012,7432513,Approved
2175,4,Not Graduate,No,8070341,4941700,10,593,9953294,9956989,30179261,2770287,Rejected
2176,3,Not Graduate,No,501951,24138447,6,803,6232062,19649795,7366001,10052822,Approved
2177,1,Graduate,Yes,512499,19770846,18,444,2388143,707054,19718075,12100594,Rejected
2178,1,Graduate,No,9084263,10831787,6,838,15284743,12521826,22232014,7081040,Rejected
2179,3,Not Graduate,No,1886279,3101046,4,316,14228562,10565845,9685055,13305547,Rejected
2180,1,Not Graduate,No,3934049,27210177,10,874,17641389,6691632,2371973,2237246,Rejected
2181,4,Not Graduate,Yes,8295979,137117,18,875,22909446,16793799,9034775,9664975,Approved
2182,0,Not Graduate,No,6315790,11764316,16,338,7551715,10296148,10314104,14711810,Rejected
2183,4,Graduate,Yes,5629048,28285445,12,429,24067540,10700935,25828415,8713985,Rejected
2184,5,Not Graduate,No,1470242,18902774,6,414,16669056,16978867,14642773,1027590,Rejected
2185,4,Not Graduate,No,8296173,24197972,12,749,2990653,1895027,39162751,8058213,Approved
2186,5,Not Graduate,Yes,6778518,20232888,10,344,5973983,16535492,19353303,664832,Rejected
2187,1,Graduate,No,2490860,21259869,2,515,25370550,16241556,34893201,10311802,Rejected
2188,0,Graduate,Yes,3011318,12375075,10,899,956495,11980197,5634871,5755051,Approved
2189,1,Not Graduate,No,1389042,3698557,14,714,10867003,8048516,16431554,6701260,Rejected
2190,2,Not Graduate,Yes,1373077,12728364,18,564,16804121,15479125,2614400,7695399,Approved
2191,1,Not Graduate,No,5178820,16009801,2,739,12174246,11529745,23937366,14853800,Approved
2192,5,Not Graduate,No,5011102,22126750,6,680,18345289,8778404,26544448,7511200,Approved
2193,1,Not Graduate,No,9619257,17826000,16,600,25567401,11142782,10740557,6863908,Rejected
2194,1,Graduate,Yes,3227936,13918701,12,470,12722787,4536718,19256384,9047526,Rejected
2195,0,Graduate,Yes,4954895,23291991,10,705,7652171,14163365,30208483,5524337,Approved
2196,1,Graduate,Yes,751741,21963598,20,654,24084485,13443629,9429020,2464007,Approved
2197,0,Not Graduate,No,9483926,21290535,4,460,760492,12724781,8839903,6029111,Rejected
2198,3,Graduate,Yes,6290007,18738807,6,851,25885044,6519994,28256317,10850361,Approved
2199,2,Graduate,Yes,923809,10310577,4,325,4090176,3676661,21848959,1402537,Rejected
2200,0,Graduate,Yes,356837,10155714,2,382,2371463,16723575,26822147,6730332,Rejected
2201,5,Not Graduate,Yes,719676,5218168,14,472,25851003,15059587,13560969,13023431,Rejected
2202,3,Not Graduate,Yes,1810921,13261168,6,369,10954870,18778058,30592522,6955211,Rejected
2203,0,Graduate,Yes,4663593,13342015,14,305,2552639,9746962,6795691,6797839,Approved
2204,0,Not Graduate,Yes,7116950,27526199,14,494,3809566,5159698,16615342,567211,Rejected
2205,2,Graduate,Yes,2894670,27494566,16,824,10178767,6758441,5757481,11117205,Approved
2206,5,Graduate,Yes,7170746,10864556,2,362,17650596,8039003,9682549,10433973,Rejected
2207,4,Graduate,Yes,5859848,22591773,10,312,1437916,9403652,33962844,3201122,Rejected
2208,4,Graduate,No,9745322,18563194,20,504,2409753,5803928,6153014,14020849,Rejected
2209,0,Not Graduate,No,4361460,25511439,18,339,940281,2090946,35093290,12985188,Rejected
2210,1,Not Graduate,Yes,9325272,26041316,14,464,16051206,749337,25445200,5423672,Rejected
2211,5,Not Graduate,No,7602072,13671427,2,330,11673849,12291517,11807885,1467091,Rejected
2212,3,Not Graduate,No,6075836,9901817,16,828,12917922,12781788,24880301,1652094,Approved
2213,1,Graduate,Yes,9093396,8723145,6,697,12924855,3106412,33137046,11428980,Approved
2214,1,Not Graduate,Yes,1706440,5516300,8,758,12853012,9158278,19967305,6138895,Approved
2215,5,Graduate,Yes,8381494,7951801,8,522,4636929,11846571,36494029,12117013,Rejected
2216,0,Not Graduate,No,4611045,21148277,20,377,1100609,15445229,16443123,11414234,Rejected
2217,0,Not Graduate,Yes,1677482,18474475,16,899,8577523,18192538,17312238,14084037,Approved
2218,0,Not Graduate,No,9822286,17010623,2,727,5205526,2444201,17260486,1750671,Approved
2219,0,Graduate,Yes,6821504,1774842,16,724,12721789,176968,26018593,12489139,Approved
2220,4,Graduate,No,6728925,22583424,18,686,10215369,3681335,9461603,13346285,Approved
2221,0,Graduate,No,1325664,15024412,18,538,20613683,5060994,2101572,4548019,Rejected
2222,4,Graduate,Yes,2867107,755860,10,389,4842440,16094077,23468537,12319236,Rejected
2223,4,Not Graduate,Yes,3925563,5991709,8,684,26299633,14155461,8875573,4593421,Approved
2224,0,Graduate,No,7431445,11857619,8,438,4701189,11121978,29198116,10304701,Approved
2225,2,Graduate,No,6357703,12428851,18,823,26586419,3780645,17772452,8294154,Approved
2226,3,Not Graduate,Yes,3580635,25634566,16,543,442533,4220244,11366335,5823124,Rejected
2227,1,Not Graduate,Yes,3159532,6603784,20,804,19828761,7043800,7464971,2174920,Approved
2228,4,Graduate,No,4350122,25664583,20,721,11208024,12460262,14414470,693747,Approved
2229,5,Not Graduate,Yes,8398344,20009306,14,481,8390729,19188163,10091410,9830886,Rejected
2230,5,Graduate,No,1306136,29397868,6,494,23268763,5171456,2903331,7024094,Rejected
2231,3,Not Graduate,Yes,1101495,9895499,8,352,28381368,2117840,13113206,9756260,Rejected
2232,5,Graduate,Yes,3320847,14376199,18,478,22878408,12498120,8438553,4072190,Rejected
2233,2,Graduate,Yes,5331131,13427988,16,592,15845192,15809076,32900198,14554556,Rejected
2234,5,Graduate,No,4674445,630901,2,674,18090146,2289033,6377535,2397550,Approved
2235,1,Graduate,Yes,5368811,5190769,6,358,11801611,1384019,26995604,9646712,Rejected
2236,1,Graduate,No,3349407,18123727,20,353,24608074,14887756,28522041,13953516,Rejected
2237,4,Not Graduate,Yes,6979697,28321020,4,544,13965389,14884497,32866167,11338871,Approved
2238,0,Graduate,No,3910324,17739850,4,448,839896,19171345,32492626,2260718,Rejected
2239,2,Graduate,No,7746128,10480943,16,667,10157810,2843253,26333402,7229047,Approved
2240,4,Graduate,Yes,7186658,1670925,12,315,6467561,19599938,27205433,10259353,Rejected
2241,2,Graduate,No,9571520,29545794,12,475,5171538,17933341,7622629,3039609,Rejected
2242,0,Graduate,No,7478492,2743508,8,839,27169572,16907336,9872972,2979826,Approved
2243,5,Not Graduate,No,2744306,17712705,2,705,8561909,17891450,14027582,4452056,Approved
2244,5,Not Graduate,No,729983,5099682,14,766,2142312,2249704,29510286,2306615,Approved
2245,0,Graduate,Yes,2523964,11261667,16,428,27781120,8700890,19683420,6666034,Rejected
2246,4,Not Graduate,Yes,782787,4903829,4,522,13125038,10495203,30867663,8157577,Rejected
2247,0,Graduate,Yes,223382,28397604,4,543,28426231,4002129,9254220,12204720,Rejected
2248,3,Not Graduate,No,5817492,8756521,2,725,24316669,6755764,21563148,11578204,Approved
2249,1,Not Graduate,No,7546796,3925971,8,653,6174211,19784581,8936924,4990243,Approved
2250,4,Graduate,Yes,5140560,8025660,12,625,9847193,16607270,34117971,6139799,Approved
2251,2,Not Graduate,Yes,1542643,13810687,10,302,21109702,12906392,39326547,10811753,Approved
2252,3,Not Graduate,No,9892217,3349950,8,778,663397,10738345,10669675,8680308,Approved
2253,4,Graduate,Yes,2130719,27596907,8,380,6002414,9396005,30313234,8982392,Rejected
2254,0,Graduate,Yes,9499953,29626362,20,343,2607429,10456572,37750000,2114213,Rejected
2255,0,Not Graduate,No,8459150,6873060,14,454,23800006,4162407,38524509,5439805,Rejected
2256,0,Not Graduate,Yes,3628811,14734916,14,835,12380627,19745544,8672953,10699260,Approved
2257,0,Not Graduate,No,9880956,19007802,4,398,12093301,7059712,17708690,1363178,Rejected
2258,2,Graduate,Yes,9655984,21880054,14,696,7671074,7428047,23556349,12692522,Approved
2259,3,Not Graduate,No,2713614,13753024,4,470,21661332,17561445,27906891,13159834,Rejected
2260,5,Not Graduate,No,5046113,3978979,8,447,29653308,7746170,39394883,3561423,Rejected
2261,1,Not Graduate,No,2743173,5447519,2,422,24033916,13855175,34340564,2937914,Rejected
2262,2,Graduate,No,3344720,17320820,10,411,1878557,4880430,37495605,9101362,Rejected
2263,2,Graduate,No,3991343,11947006,2,429,3626814,4345163,28367777,1617397,Rejected
2264,5,Graduate,Yes,1822512,1303307,8,367,17774220,5580943,25647910,8729083,Rejected
2265,5,Graduate,Yes,650067,27079567,18,844,18871777,554856,32048887,4736474,Approved
2266,1,Not Graduate,Yes,6392072,6496119,16,585,22696322,592921,36488829,7645211,Rejected
2267,1,Graduate,No,8944250,27213012,12,304,19661004,12692494,30150987,11133027,Rejected
2268,5,Not Graduate,Yes,5210500,7826409,16,417,27881320,16698767,34801628,11645828,Rejected
2269,0,Not Graduate,No,6261782,16900304,10,529,26797749,2805966,34289402,477525,Rejected
2270,2,Not Graduate,No,6661029,5411344,14,459,426994,1410648,30081137,1995928,Rejected
2271,4,Not Graduate,Yes,7597239,2040929,16,593,5731217,18562656,32803928,12909810,Rejected
2272,1,Graduate,No,5577168,26112254,14,485,17301033,2567053,39186879,11222832,Rejected
2273,1,Graduate,Yes,8217464,18752606,8,851,1117069,11726039,31235153,7010001,Approved
2274,5,Graduate,No,6621472,24507576,10,523,14830388,10298869,15918348,10579015,Rejected
2275,3,Graduate,No,1897152,23319843,20,451,10213808,7356674,8362165,1377027,Rejected
2276,4,Graduate,Yes,1359149,24155986,12,439,9354466,11616709,14865150,13152246,Rejected
2277,4,Not Graduate,No,320730,8185898,12,666,20462472,13902622,32747693,5628433,Approved
2278,1,Graduate,Yes,4281093,6089520,18,427,17842627,4901327,18059938,9995562,Rejected
2279,0,Graduate,No,9701370,5380619,20,650,29053343,10489930,9233143,1352217,Approved
2280,3,Graduate,Yes,2039968,12548705,4,446,23320802,1204465,7335533,8119469,Approved
2281,4,Graduate,No,4413085,9676645,12,584,20891033,922640,2466388,160428,Rejected
2282,1,Not Graduate,Yes,1486793,21088872,6,768,28252908,3802800,36244630,1044889,Approved
2283,4,Not Graduate,Yes,8055506,12809700,4,517,9836680,6544642,27180859,2066927,Rejected
2284,3,Not Graduate,No,2141042,29874492,12,735,18192957,4177206,22732226,12759611,Approved
2285,3,Not Graduate,Yes,2851222,12190452,8,444,9297654,3549417,9579783,12274507,Rejected
2286,2,Not Graduate,No,9955715,6983784,10,576,18247067,736199,26216609,3648648,Rejected
2287,5,Graduate,No,4018067,5270428,10,359,25439846,9298416,7411804,11810270,Rejected
2288,5,Not Graduate,Yes,8849769,12656150,6,674,14954556,18603875,30550273,9788422,Approved
2289,1,Not Graduate,Yes,6557722,16185063,8,703,17404135,19221543,9557334,5112585,Approved
2290,3,Not Graduate,Yes,7935491,7534462,6,413,18587497,12727745,25703473,2531164,Approved
2291,2,Graduate,Yes,5575653,3997619,14,794,2565696,16589526,8333030,8873594,Approved
2292,2,Graduate,Yes,4057469,11036090,2,635,12730586,8128285,23726672,3644592,Approved
2293,4,Not Graduate,No,4051526,24126887,12,868,22512563,5867288,13169029,5112529,Approved
2294,4,Graduate,Yes,535983,13323157,8,584,5369724,8568326,32767817,185240,Rejected
2295,2,Graduate,No,2666993,4836340,2,428,9609020,19744689,27258531,4902969,Rejected
2296,4,Not Graduate,Yes,1315059,14420539,2,614,26305364,9735775,8078831,8188966,Approved
2297,3,Graduate,Yes,8988377,29575286,10,897,16719220,10121728,2537050,8754202,Approved
2298,0,Graduate,Yes,2854965,9756773,10,370,23960466,9594851,36801872,2205570,Rejected
2299,3,Graduate,No,7751506,22316450,20,644,28932939,15295920,32908123,6833390,Approved
2300,2,Not Graduate,Yes,5538888,14485092,14,397,7961750,10330118,15396645,7998895,Rejected
2301,2,Not Graduate,No,9681532,23884392,8,599,17538175,11114615,29718590,866164,Approved
2302,3,Not Graduate,No,5120851,5615270,18,475,15526412,2607490,18009747,3900592,Rejected
2303,4,Graduate,No,4663721,15021915,8,374,13385645,11289949,17736564,5702284,Rejected
2304,4,Not Graduate,Yes,3672108,6450851,14,442,26309700,1155712,32765169,1000441,Approved
2305,5,Graduate,No,5125233,12322182,10,322,10590018,12463794,10166207,12191810,Rejected
2306,2,Graduate,Yes,8723215,28835108,10,480,3861082,10712161,38561102,11879834,Rejected
2307,1,Graduate,No,5968076,22073898,12,344,21255863,13199542,27070401,7466483,Rejected
2308,5,Not Graduate,Yes,5695179,7836334,16,768,7774352,17914552,9646522,6394611,Approved
2309,4,Not Graduate,No,3546953,29682271,10,391,26875744,10973748,21557765,5745206,Approved
2310,3,Not Graduate,Yes,1356928,19760769,6,568,25545229,134883,19181131,3203940,Rejected
2311,4,Not Graduate,Yes,3441695,28164268,12,333,8869925,8025760,23568829,13498792,Rejected
2312,3,Graduate,Yes,6842589,4694927,4,881,6967440,15699178,574493,2061942,Approved
2313,5,Not Graduate,No,412628,20047879,16,663,11803235,16527205,35573603,228529,Approved
2314,2,Graduate,No,6843509,27863205,16,432,901573,2845619,17617669,9504234,Rejected
2315,4,Not Graduate,Yes,7963412,27936343,6,681,7335712,13686996,17277659,13948298,Approved
2316,3,Not Graduate,No,4527261,8522719,16,576,1237660,8554981,30423157,5388111,Rejected
2317,2,Not Graduate,No,4971873,11428742,18,455,16453832,17663961,1592745,1708263,Rejected
2318,1,Graduate,No,7845447,10792529,10,686,29410494,136973,38528189,13096186,Approved
2319,3,Graduate,No,1285110,4776637,10,834,21164739,12519591,19845033,6646753,Approved
2320,5,Graduate,No,9730218,1639605,12,499,21614600,4576121,39654897,3971254,Rejected
2321,1,Graduate,No,7598129,19192376,14,574,16199253,19657634,13793354,2531700,Rejected
2322,1,Graduate,No,4823527,8303419,6,800,29775372,4898473,18121743,2956329,Approved
2323,0,Not Graduate,Yes,5915574,25306389,10,758,6515574,4845137,25930890,4787653,Approved
2324,4,Graduate,Yes,6106512,7459315,2,349,18124734,14213947,31753142,11840799,Rejected
2325,3,Graduate,No,1174687,8292934,20,831,25659807,15665288,17766059,14042330,Approved
2326,1,Graduate,Yes,7901349,1379938,10,391,11600444,3376379,15469979,2504675,Rejected
2327,0,Graduate,Yes,1024726,711204,8,755,3010576,2680300,6670160,3080859,Approved
2328,5,Not Graduate,Yes,6040445,5422432,2,638,7830644,18621728,27436215,2856324,Approved
2329,2,Graduate,No,8593302,1138734,14,352,25295394,11346435,19936428,8899094,Rejected
2330,3,Not Graduate,No,2879590,29498361,2,795,7635801,5109626,30274181,13493322,Approved
2331,1,Not Graduate,No,4940148,22641506,16,303,17085561,19223215,28887046,11645867,Rejected
2332,4,Not Graduate,No,6410239,21356359,20,580,5815004,9864187,21608167,9303823,Rejected
2333,0,Graduate,No,9262875,26273816,4,589,22081445,8217871,23881921,13922579,Rejected
2334,1,Not Graduate,Yes,2237775,10187912,20,372,25909683,15228334,18115368,14531156,Rejected
2335,4,Graduate,No,9816743,29633934,10,436,10671886,8651801,37778528,4149645,Rejected
2336,1,Graduate,Yes,2186373,25609225,12,692,17391068,12858437,5824273,4193325,Approved
2337,3,Graduate,No,5018060,11373697,18,507,467533,6228260,37232469,8820435,Rejected
2338,3,Graduate,Yes,3116971,10460051,14,559,10385196,8904085,27654858,511731,Rejected
2339,3,Graduate,No,6035770,15746276,12,562,15567240,16491753,14783760,2290958,Rejected
2340,5,Not Graduate,No,9613054,10891518,10,804,23392438,4442342,19237913,9933159,Approved
2341,5,Not Graduate,No,2813456,11635346,12,849,17553134,13339561,34707170,13185402,Approved
2342,0,Graduate,No,7414554,25510124,8,502,10775693,2168393,15978076,13887876,Rejected
2343,3,Not Graduate,No,4466660,28916554,2,646,26829502,18662520,34075398,6328796,Approved
2344,4,Graduate,No,6284010,24872096,18,351,24511651,15780216,31108098,4733000,Rejected
2345,1,Not Graduate,Yes,6751381,4445237,10,892,21844124,10602382,1108903,113332,Rejected
2346,2,Not Graduate,No,808919,3663069,16,655,25680490,9243060,39178080,306511,Approved
2347,4,Not Graduate,Yes,6927830,13462382,14,818,29254933,18220753,34449700,5523159,Approved
2348,5,Not Graduate,No,9421838,25930553,16,662,792289,15095428,29011602,11604930,Approved
2349,5,Not Graduate,Yes,6124216,16684465,2,344,11367983,6176600,19758220,7877067,Rejected
2350,4,Graduate,Yes,8929430,24281760,18,677,22457362,3374883,837450,11299270,Approved
2351,5,Graduate,Yes,4904863,9612840,2,711,15697854,3187657,35299605,4018832,Approved
2352,3,Not Graduate,Yes,7552236,10278303,6,441,8426319,15791277,10944554,10639662,Rejected
2353,0,Graduate,Yes,7285282,27722806,16,557,23659398,14136982,17418689,9284238,Rejected
2354,1,Not Graduate,Yes,4640768,3420938,2,336,7090378,453207,14244660,4703252,Rejected
2355,0,Graduate,No,5476473,16013132,2,344,1350283,9590268,32488121,8070529,Rejected
2356,1,Not Graduate,Yes,6699716,11571353,12,345,8767139,14484233,19644267,10933927,Rejected
2357,1,Not Graduate,No,315064,6669089,10,864,26166621,4203829,11195752,11558683,Approved
2358,0,Not Graduate,No,2789644,2256941,12,600,122319,7469260,28511350,2013956,Rejected
2359,4,Graduate,Yes,7409403,3839941,6,587,11241531,6859092,4597129,10373757,Rejected
2360,1,Graduate,Yes,3258321,7751879,20,568,16635801,6402165,11875492,6583805,Rejected
2361,0,Not Graduate,No,2400852,10017886,20,361,29021487,2853752,39289561,2306812,Rejected
2362,1,Not Graduate,Yes,6647726,28488177,12,865,11484294,15814670,23885865,14443552,Approved
2363,2,Graduate,Yes,4547864,16722607,4,880,28165112,5965121,18896749,8782237,Approved
2364,4,Graduate,Yes,8233907,14507294,16,541,26193437,4065273,6077929,11688687,Rejected
2365,3,Graduate,Yes,3303800,8153620,12,653,25725932,18429946,39759959,4805577,Rejected
2366,1,Graduate,Yes,1538618,23690236,8,370,26738788,3093390,36811741,14806718,Rejected
2367,2,Graduate,Yes,7935167,8657770,8,712,11839293,13999440,8803345,9701401,Approved
